Pressure,Humidity,Tempeture,failure
1000.9934283060225,20.68253197517533,49.669747362804394,0
999.7234713976576,24.84398255530458,44.96349739624404,0
1001.2953770762014,25.09008436022223,48.27625042546338,0
1003.046059712816,27.36315172921703,57.147317275176995,0
999.5316932505533,18.165708183595868,62.77856655030514,0
999.5317260861017,27.962836369236655,55.70487330863573,0
1003.1584256310148,11.478041841986125,51.0172320847177,0
1001.5348694583058,21.850577238180946,64.98011770304427,1
999.06105122813,22.558630787742278,46.87163526948478,0
1001.085120087172,28.166634130356194,60.30919338366907,1
999.0731646143751,25.113154263384345,47.11937201648721,0
999.0685404928595,17.972184730718567,54.31022958010893,0
1000.483924543132,20.075034370914924,48.86437435209549,0
996.1734395106844,25.993400047737033,49.44147817347189,0
996.5501643349739,24.60466329067722,46.2261348253779,0
998.8754249415181,22.104379451821266,63.448540311806944,1
997.9743377593312,22.595831052440104,42.67073961891465,0
1000.6284946651906,28.480839985796443,42.59767747451291,0
998.1839518489576,22.411537135653926,71.20993565845109,1
997.1753925973294,24.559543779854632,59.77847564654331,0
1002.9312975378431,35.849682940402715,26.148863013069636,0
999.5484473990269,17.881586815580384,44.34741260789596,0
1000.1350564093758,15.740786342126707,31.880106624379458,0
997.1505036275731,28.917948323993034,40.49309306584745,0
998.9112345509496,21.606784693529484,18.614853337659603,0
1000.2218451794197,23.4088123612869,48.63010422306058,0
997.6980128451554,21.09421810934443,38.58058180838688,0
1000.7513960366913,23.700999296162436,50.599052567964385,0
998.7987226201624,32.992690560481705,33.74878741117475,0
999.4166125004134,29.010642293090598,50.8291185317204,0
998.7965867755412,29.311117559434884,45.85083721879673,0
1003.7045563690178,17.918864721036773,65.01952965188596,0
999.9730055505241,19.244231317235652,64.11356861745625,0
997.8845781420882,10.804606702572865,57.85345603010283,0
1001.6450898242064,20.95309589458623,46.73386219338787,0
997.558312700058,29.783515931928292,69.85380395260293,1
1000.4177271900095,27.584732578741853,34.46964722160179,0
996.0806597522404,23.892433685239382,35.96441370436337,0
997.3436279022031,24.888498581409735,49.162169001109355,0
1000.3937224717382,21.55557228712297,72.5403810892112,1
1001.4769331599908,26.02379441200892,47.97661093129913,0
1000.34273656238,28.829391397403075,48.16754756790718,0
999.7687034352235,16.920566062947636,35.58089643888191,0
999.3977926088214,26.49823843918674,59.45929585270378,0
997.0429560192651,29.662174354773335,59.53176254329354,0
998.5603115832106,22.924498555183153,57.8907520139991,0
999.0787224580804,28.503503060602917,43.70779327152638,0
1002.1142444524378,39.07327222236276,42.93293231626994,0
1000.6872365791369,24.47828603506554,37.0687774959503,0
996.4739196892746,26.966535250026617,50.838725017609335,0
1000.6481679387896,21.309714581693044,39.19592670721498,0
999.2298354391673,25.90625581301025,38.22583494750711,0
998.646155999388,27.30135812491152,45.76309283089324,0
1001.2233525776817,25.97421170135069,45.10843824815784,0
